0	energy
1	power
2	demand
3	grid
4	consumption
5	electricity
6	transaction
7	market
8	trading
9	power
10	energy
11	distribution
12	demand
13	consumption
14	grid
15	electricity
16	transaction
17	market
18	trading
19	resources
