timestamp,mse,mae,media,model,node_feature_type,epochs,batch_size,lr,num_train_clusters,num_valid_clusters,num_test_clusters,seq_len,pred_len,desc,hidden_size,num_layers
2024-05-27 01:07:39,0.2171147167682647,0.3872855603694916,news,lstm,['degree'],100,64,0.01,2000,500,500,12,6,desc,4,1
2024-05-27 01:06:42,0.2184735685586929,0.3710153102874756,patents,lstm,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,6,desc,4,4
2024-05-26 08:55:59,0.2203197628259658,0.3626273274421692,news,gru,['degree'],100,64,0.01,2000,500,500,12,9,desc,4,4
2024-05-27 01:08:49,0.2203197628259658,0.3626273274421692,news,gru,['degree'],100,64,0.01,2000,500,500,12,9,desc,4,4
2024-05-25 16:13:35,0.2203347384929657,0.3626386523246765,news,gru,['closeness'],100,64,0.01,2000,500,500,12,9,desc,4,4
2024-05-27 01:07:17,0.2396418452262878,0.387176364660263,patents,lstm,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,9,desc,4,3
2024-05-26 08:54:23,0.2396418452262878,0.387176364660263,patents,lstm,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,9,desc,4,3
2024-05-26 08:56:16,0.2398853152990341,0.3725204467773437,news,gru,['degree'],100,64,0.01,2000,500,500,12,12,desc,4,4
2024-05-27 01:09:06,0.23988531529903412,0.37252044677734375,news,gru,['degree'],100,64,0.01,2000,500,500,12,12,desc,4,4
2024-05-25 16:13:47,0.2398919016122818,0.3725240230560303,news,gru,['closeness'],100,64,0.01,2000,500,500,12,12,desc,4,4
2024-05-27 01:06:45,0.2445149570703506,0.3925328254699707,patents,lstm,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,3,desc,4,3
2024-05-26 08:53:56,0.2445149570703506,0.3925328254699707,patents,lstm,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,3,desc,4,3
2024-05-26 08:54:35,0.2537910044193268,0.401542991399765,patents,lstm,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,12,desc,4,3
2024-05-27 01:07:31,0.2537910044193268,0.401542991399765,patents,lstm,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,12,desc,4,3
2024-05-27 01:08:34,0.266153484582901,0.4025920331478119,news,gru,['degree'],100,64,0.01,2000,500,500,12,6,desc,4,4
2024-05-26 08:55:44,0.266153484582901,0.4025920331478119,news,gru,['degree'],100,64,0.01,2000,500,500,12,6,desc,4,4
2024-05-25 16:13:22,0.2661797702312469,0.4026109576225281,news,gru,['closeness'],100,64,0.01,2000,500,500,12,6,desc,4,4
2024-05-26 08:54:36,0.2724406719207763,0.4068483114242553,news,lstm,['degree'],100,64,0.01,2000,500,500,12,3,desc,4,1
2024-05-27 01:07:24,0.2724406719207763,0.4068483114242553,news,lstm,['degree'],100,64,0.01,2000,500,500,12,3,desc,4,1
2024-05-26 08:55:07,0.2759620249271393,0.4176316559314728,patents,gru,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,6,desc,4,2
2024-05-25 16:10:19,0.2826584279537201,0.4312387704849243,news,lstm,"['betweenness', 'degree']",100,64,0.01,2000,500,500,12,6,desc,4,1
2024-05-26 08:55:40,0.2906935811042785,0.4251983165740967,patents,gru,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,12,desc,4,2
2024-05-27 01:06:57,0.2988262176513672,0.4366751313209533,patents,lstm,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,9,desc,4,4
2024-05-25 16:10:46,0.3033960163593292,0.4169437289237976,news,lstm,"['betweenness', 'degree']",100,64,0.01,2000,500,500,12,12,desc,4,1
2024-05-27 01:08:09,0.3123668432235718,0.4691517055034637,news,lstm,['degree'],100,64,0.01,2000,500,500,12,12,desc,4,1
2024-05-26 08:55:17,0.3123668432235718,0.4691517055034637,news,lstm,['degree'],100,64,0.01,2000,500,500,12,12,desc,4,1
2024-05-26 08:54:40,0.3209029138088226,0.4833192527294159,patents,gru,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,1,desc,4,2
2024-05-26 08:55:02,0.3223491609096527,0.441356748342514,news,lstm,['degree'],100,64,0.01,2000,500,500,12,9,desc,4,1
2024-05-27 01:07:54,0.3223491609096527,0.441356748342514,news,lstm,['degree'],100,64,0.01,2000,500,500,12,9,desc,4,1
2024-05-27 01:07:11,0.3508849442005157,0.4898084700107574,patents,lstm,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,12,desc,4,4
2024-05-25 16:10:33,0.3550053238868713,0.5049212574958801,news,lstm,"['betweenness', 'degree']",100,64,0.01,2000,500,500,12,9,desc,4,1
2024-05-25 16:10:07,0.3735471069812774,0.4863720834255218,news,lstm,"['betweenness', 'degree']",100,64,0.01,2000,500,500,12,3,desc,4,1
2024-05-26 08:54:24,0.3739092648029327,0.5041177868843079,news,lstm,['degree'],100,64,0.01,2000,500,500,12,1,desc,4,1
2024-05-27 01:07:09,0.3739092648029327,0.5041177868843079,news,lstm,['degree'],100,64,0.01,2000,500,500,12,1,desc,4,1
2024-05-25 16:13:08,0.3965184688568115,0.5285807251930237,news,gru,['closeness'],100,64,0.01,2000,500,500,12,3,desc,4,4
2024-05-26 08:55:26,0.3965358436107635,0.5285966396331787,news,gru,['degree'],100,64,0.01,2000,500,500,12,3,desc,4,4
2024-05-27 01:08:18,0.3965358436107635,0.5285966396331787,news,gru,['degree'],100,64,0.01,2000,500,500,12,3,desc,4,4
2024-05-26 08:53:44,0.4008184969425201,0.5572788715362549,patents,lstm,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,1,desc,4,3
2024-05-27 01:06:31,0.4008184969425201,0.5572788715362549,patents,lstm,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,1,desc,4,3
2024-05-25 16:09:55,0.5938839912414551,0.6939239501953125,news,lstm,"['betweenness', 'degree']",100,64,0.01,2000,500,500,12,1,desc,4,1
