timestamp,mse,mae,media,model,node_feature_type,epochs,batch_size,lr,num_train_clusters,num_valid_clusters,num_test_clusters,seq_len,pred_len,desc,out_channels
2024-05-26 08:56:25,0.0558750629425048,0.1631546020507812,papers,a3tgcn2,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,6,desc,8
2024-05-26 08:56:01,0.0627727657556533,0.1024460420012474,papers,a3tgcn2,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,1,desc,8
2024-05-26 08:55:57,0.0634690821170806,0.1815245002508163,patents,a3tgcn2,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,3,desc,16
2024-05-26 08:56:35,0.0753620713949203,0.1874391585588455,news,a3tgcn2,['degree'],100,64,0.01,2000,500,500,12,6,desc,32
2024-05-26 08:56:45,0.0759056955575943,0.187476247549057,news,a3tgcn2,['degree'],100,64,0.01,2000,500,500,12,9,desc,32
2024-05-26 08:56:53,0.07961175590753555,0.1906997710466385,news,a3tgcn2,['degree'],100,64,0.01,2000,500,500,12,12,desc,32
2024-05-26 08:56:25,0.0808369442820549,0.2037146836519241,news,a3tgcn2,['degree'],100,64,0.01,2000,500,500,12,3,desc,32
2024-05-26 08:56:18,0.0853281915187835,0.220256820321083,news,a3tgcn2,['degree'],100,64,0.01,2000,500,500,12,1,desc,32
2024-05-26 08:56:39,0.0896691083908081,0.216042622923851,papers,a3tgcn2,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,9,desc,8
2024-05-26 08:56:13,0.0912575051188469,0.2346910387277603,papers,a3tgcn2,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,3,desc,8
2024-05-26 08:56:50,0.1143055707216262,0.2456899136304855,papers,a3tgcn2,"['betweenness', 'closeness', 'degree']",100,64,0.01,2000,500,500,12,12,desc,8
2024-05-25 17:08:49,0.1214106082916259,0.2529891431331634,patents,a3tgcn2,"['closeness', 'degree']",100,64,0.01,2000,500,500,12,1,desc,16
2024-05-25 17:09:02,0.1214106082916259,0.2529891431331634,patents,a3tgcn2,"['closeness', 'degree']",100,64,0.01,2000,500,500,12,1,desc,16
2024-05-25 16:38:18,0.1214106082916259,0.2529891431331634,patents,a3tgcn2,"['closeness', 'degree']",100,64,0.01,2000,500,500,12,1,desc,16
