0	asset
1	payment
2	wallet
3	address
4	customer
5	transactions
6	cryptocurrency
7	currency
8	amount
9	account
10	payment
11	platform
12	ownership
13	instance
14	domain
15	name
16	game
17	transfer
18	exchange
19	assets
20	asset
21	cryptocurrency
22	currency
23	transactions
24	transfer
25	exchange
26	assets
27	amount
28	account
29	transfer
