0	application
1	software
2	program
3	action
4	function
5	applications
6	software
7	platform
8	module
9	interface
10	application
11	memory
12	environment
13	container
14	instruction
15	component
16	contracts
17	execution
18	software
19	code
20	contract
21	container
22	circuit
23	function
24	module
25	control
26	interface
27	processor
28	unit
29	execution
